Opportunity_ID,Deal_Name,Account_Name,Sales_Rep,Region,Lead_Source,Stage,Amount_USD,Close_Date,Created_Date,Days_in_Stage,Product_Tier,Competitor_Mentioned,Loss_Reason,Is_Outlier,Sales_Cycle_Duration,Month_Created,Month_Closed,Quarter_Created,Quarter_Closed
OPP-10169,Deal for Veridian Corp,Veridian Corp,Bob Williams,North America,Event,Closed Lost,863.05,2025-08-06,2025-03-09,134,Basic,Yes,Budget,False,150,2025-03,2025-08,2025Q1,2025Q3
OPP-10490,Deal for Pioneer Systems,Pioneer Systems,Alice Johnson,APAC,Referral,Closed Lost,2929.7,2025-06-07,2025-01-30,128,Enterprise,No,Timing,False,128,2025-01,2025-06,2025Q1,2025Q2
OPP-10140,Deal for Pioneer Systems,Pioneer Systems,Alice Johnson,APAC,Referral,Closed Won,4552.39,2024-11-13,2024-07-14,114,Pro,No,NaN,False,122,2024-07,2024-11,2024Q3,2024Q4
OPP-10173,Deal for Nexus Enterprises,Nexus Enterprises,Bob Williams,North America,Website,Closed Lost,1914.37,2025-05-24,2025-03-27,58,Basic,Yes,Timing,False,58,2025-03,2025-05,2025Q1,2025Q2
OPP-10006,Deal for Zenith Global,Zenith Global,Alice Johnson,APAC,Partner,Closed Lost,1951.68,2024-07-19,2024-06-06,33,Pro,No,Internal Prioritization,False,43,2024-06,2024-07,2024Q2,2024Q3
OPP-10802,Deal for Quantum Labs,Quantum Labs,Alice Johnson,APAC,Cold Call,Closed Lost,4050.89,2025-02-28,2024-10-15,136,Basic,Yes,Internal Prioritization,False,136,2024-10,2025-02,2024Q4,2025Q1
OPP-10635,Deal for Catalyst Group,Catalyst Group,Alice Johnson,EMEA,Social Media,Closed Lost,7911.34,2025-03-08,2024-11-11,117,Pro,Yes,Features,False,117,2024-11,2025-03,2024Q4,2025Q1
OPP-10073,Deal for BrightSpark,BrightSpark,Diana Miller,North America,Cold Call,Closed Won,4956.74,2025-02-04,2024-07-29,183,Basic,No,NaN,False,190,2024-07,2025-02,2024Q3,2025Q1
OPP-10687,Deal for Catalyst Group,Catalyst Group,Charlie Brown,North America,Social Media,Closed Lost,3189.19,2025-06-12,2025-01-12,99,Enterprise,Yes,Competitor,False,151,2025-01,2025-06,2025Q1,2025Q2
OPP-10980,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,EMEA,Event,Closed Lost,10724.4,2025-01-17,2024-10-31,70,Enterprise,No,Timing,False,78,2024-10,2025-01,2024Q4,2025Q1
OPP-10238,Deal for Prime Ventures,Prime Ventures,Bob Williams,APAC,Social Media,Closed Lost,5270.42,2025-01-28,2024-10-14,86,Pro,No,Price,False,106,2024-10,2025-01,2024Q4,2025Q1
OPP-10145,Deal for Catalyst Group,Catalyst Group,Charlie Brown,North America,Event,Closed Lost,4941.86,2024-09-18,2024-06-28,82,Basic,Yes,Budget,False,82,2024-06,2024-09,2024Q2,2024Q3
OPP-10796,Deal for SynergyCorp,SynergyCorp,Alice Johnson,APAC,Referral,Closed Lost,4544.21,2025-05-08,2024-12-16,131,Basic,No,Internal Prioritization,False,143,2024-12,2025-05,2024Q4,2025Q2
OPP-10234,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,APAC,Partner,Closed Lost,3256.1,2024-12-27,2024-10-13,63,Basic,No,Internal Prioritization,False,75,2024-10,2024-12,2024Q4,2024Q4
OPP-10220,Deal for Astra Dynamics,Astra Dynamics,Eve Davis,North America,Social Media,Closed Lost,3006.92,2025-06-14,2025-03-07,94,Basic,No,Price,False,99,2025-03,2025-06,2025Q1,2025Q2
OPP-10477,Deal for OmniCorp,OmniCorp,Alice Johnson,North America,Partner,Closed Lost,3898.79,2024-10-19,2024-08-04,69,Enterprise,Yes,No Need,False,76,2024-08,2024-10,2024Q3,2024Q4
OPP-10836,Deal for Horizon Digital,Horizon Digital,Charlie Brown,APAC,Partner,Closed Lost,11756.37,2025-04-19,2025-02-22,47,Enterprise,No,Price,False,56,2025-02,2025-04,2025Q1,2025Q2
OPP-10132,Deal for Veridian Corp,Veridian Corp,Diana Miller,North America,Cold Call,Closed Lost,3476.47,2025-08-13,2025-05-31,67,Basic,Yes,Price,False,74,2025-05,2025-08,2025Q2,2025Q3
OPP-10995,Deal for BrightSpark,BrightSpark,Alice Johnson,North America,Social Media,Closed Lost,1288.02,2025-07-28,2025-04-29,90,Pro,No,Internal Prioritization,False,90,2025-04,2025-07,2025Q2,2025Q3
OPP-10841,Deal for Nexus Enterprises,Nexus Enterprises,Eve Davis,North America,Referral,Closed Lost,6778.47,2025-05-21,2025-03-17,58,Pro,No,No Need,False,65,2025-03,2025-05,2025Q1,2025Q2
OPP-10185,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,North America,Website,Closed Lost,8271.25,2025-06-28,2025-05-13,46,Pro,Yes,Price,False,46,2025-05,2025-06,2025Q2,2025Q2
OPP-10041,Deal for Veridian Corp,Veridian Corp,Charlie Brown,APAC,Partner,Closed Lost,4207.3,2025-05-05,2025-01-06,105,Basic,Yes,Internal Prioritization,False,119,2025-01,2025-05,2025Q1,2025Q2
OPP-10996,Deal for OmniCorp,OmniCorp,Eve Davis,North America,Social Media,Closed Lost,7001.22,2024-10-01,2024-07-04,89,Pro,Yes,Internal Prioritization,False,89,2024-07,2024-10,2024Q3,2024Q4
OPP-10108,Deal for Veridian Corp,Veridian Corp,Alice Johnson,APAC,Partner,Closed Lost,710.68,2025-02-28,2024-10-03,143,Basic,Yes,Features,False,148,2024-10,2025-02,2024Q4,2025Q1
OPP-10869,Deal for GlobalTech,GlobalTech,Charlie Brown,EMEA,Website,Closed Lost,2594.41,2025-02-05,2024-10-14,100,Basic,Yes,Competitor,False,114,2024-10,2025-02,2024Q4,2025Q1
OPP-10056,Deal for BrightSpark,BrightSpark,Charlie Brown,APAC,Referral,Closed Lost,1903.64,2025-05-25,2025-03-24,49,Basic,No,Internal Prioritization,False,62,2025-03,2025-05,2025Q1,2025Q2
OPP-10530,Deal for Quantum Labs,Quantum Labs,Bob Williams,APAC,Social Media,Closed Lost,5475.46,2024-12-07,2024-10-16,42,Pro,Yes,Features,False,52,2024-10,2024-12,2024Q4,2024Q4
OPP-10870,Deal for OmniCorp,OmniCorp,Diana Miller,North America,Social Media,Closed Lost,6555.85,2025-02-20,2024-11-07,105,Pro,No,Price,False,105,2024-11,2025-02,2024Q4,2025Q1
OPP-10603,Deal for Elite Dynamics,Elite Dynamics,Diana Miller,EMEA,Referral,Closed Lost,4127.45,2025-10-04,2025-05-24,115,Enterprise,Yes,Internal Prioritization,False,133,2025-05,2025-10,2025Q2,2025Q4
OPP-10864,Deal for Fusion Innovations,Fusion Innovations,Alice Johnson,APAC,Event,Closed Lost,1430.2,2025-02-15,2025-01-08,38,Basic,Yes,Budget,False,38,2025-01,2025-02,2025Q1,2025Q1
OPP-10024,Deal for Quantum Labs,Quantum Labs,Eve Davis,EMEA,Website,Closed Lost,11782.74,2025-09-15,2025-05-23,115,Enterprise,Yes,Timing,False,115,2025-05,2025-09,2025Q2,2025Q3
OPP-10650,Deal for Veridian Corp,Veridian Corp,Bob Williams,EMEA,Referral,Closed Lost,2159.44,2024-09-02,2024-07-23,29,Pro,Yes,Internal Prioritization,False,41,2024-07,2024-09,2024Q3,2024Q3
OPP-10448,Deal for Astra Dynamics,Astra Dynamics,Eve Davis,EMEA,Partner,Closed Lost,998.73,2025-03-22,2025-01-19,53,Basic,Yes,Competitor,False,62,2025-01,2025-03,2025Q1,2025Q1
OPP-10533,Deal for Evergreen Tech,Evergreen Tech,Bob Williams,EMEA,Partner,Closed Won,3734.69,2025-02-09,2024-09-12,145,Pro,Yes,NaN,False,150,2024-09,2025-02,2024Q3,2025Q1
OPP-10622,Deal for Elite Dynamics,Elite Dynamics,Diana Miller,APAC,Website,Closed Lost,7967.86,2025-02-15,2024-09-19,149,Enterprise,Yes,Features,False,149,2024-09,2025-02,2024Q3,2025Q1
OPP-10752,Deal for Elite Dynamics,Elite Dynamics,Diana Miller,North America,Cold Call,Closed Lost,2498.3,2024-11-22,2024-08-30,84,Pro,Yes,Budget,False,84,2024-08,2024-11,2024Q3,2024Q4
OPP-10930,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,EMEA,Referral,Closed Lost,9012.29,2025-07-09,2025-05-18,52,Pro,Yes,Timing,False,52,2025-05,2025-07,2025Q2,2025Q3
OPP-10338,Deal for Prime Ventures,Prime Ventures,Alice Johnson,APAC,Partner,Closed Lost,6927.26,2025-02-27,2024-11-14,105,Enterprise,Yes,Features,False,105,2024-11,2025-02,2024Q4,2025Q1
OPP-10051,Deal for Prime Ventures,Prime Ventures,Diana Miller,EMEA,Social Media,Closed Lost,10812.39,2025-05-25,2025-03-01,73,Enterprise,No,Price,False,85,2025-03,2025-05,2025Q1,2025Q2
OPP-10667,Deal for Quantum Labs,Quantum Labs,Bob Williams,North America,Social Media,Closed Lost,1353.26,2024-11-09,2024-07-17,104,Enterprise,No,No Need,False,115,2024-07,2024-11,2024Q3,2024Q4
OPP-10518,Deal for Velocity Systems,Velocity Systems,Diana Miller,EMEA,Cold Call,Closed Lost,1693.98,2024-07-28,2024-06-05,53,Pro,No,Features,False,53,2024-06,2024-07,2024Q2,2024Q3
OPP-10924,Deal for Zenith Global,Zenith Global,Bob Williams,APAC,Event,Closed Lost,8171.84,2025-06-30,2025-02-23,118,Enterprise,No,Internal Prioritization,False,127,2025-02,2025-06,2025Q1,2025Q2
OPP-10636,Deal for Zenith Global,Zenith Global,Alice Johnson,APAC,Cold Call,Closed Lost,5282.17,2025-03-25,2024-12-27,78,Pro,No,Timing,False,88,2024-12,2025-03,2024Q4,2025Q1
OPP-10264,Deal for InnovateCo,InnovateCo,Eve Davis,North America,Referral,Closed Lost,1858.69,2024-10-01,2024-06-26,82,Basic,No,Price,False,97,2024-06,2024-10,2024Q2,2024Q4
OPP-10539,Deal for InnovateCo,InnovateCo,Charlie Brown,North America,Social Media,Closed Lost,2745.12,2025-04-04,2025-01-04,81,Basic,Yes,Budget,False,90,2025-01,2025-04,2025Q1,2025Q2
OPP-10714,Deal for SynergyCorp,SynergyCorp,Alice Johnson,EMEA,Event,Closed Lost,2288.51,2025-07-29,2025-04-05,115,Pro,No,Budget,False,115,2025-04,2025-07,2025Q2,2025Q3
OPP-10956,Deal for Astra Dynamics,Astra Dynamics,Eve Davis,North America,Social Media,Closed Lost,5126.62,2025-09-19,2025-05-03,127,Pro,Yes,Timing,False,139,2025-05,2025-09,2025Q2,2025Q3
OPP-10950,Deal for Elevate Solutions,Elevate Solutions,Charlie Brown,North America,Referral,Closed Lost,1651.18,2025-02-06,2024-11-14,84,Basic,No,Timing,False,84,2024-11,2025-02,2024Q4,2025Q1
OPP-10877,Deal for Pioneer Systems,Pioneer Systems,Charlie Brown,North America,Event,Closed Lost,4083.4,2024-12-27,2024-10-24,44,Basic,No,Features,False,64,2024-10,2024-12,2024Q4,2024Q4
OPP-10449,Deal for BrightSpark,BrightSpark,Bob Williams,North America,Website,Closed Lost,3146.79,2025-01-22,2024-10-03,93,Basic,No,Internal Prioritization,False,111,2024-10,2025-01,2024Q4,2025Q1
OPP-10018,Deal for Catalyst Group,Catalyst Group,Bob Williams,North America,Website,Closed Lost,6270.07,2025-01-08,2024-11-04,65,Enterprise,Yes,Competitor,False,65,2024-11,2025-01,2024Q4,2025Q1
OPP-10895,Deal for Evergreen Tech,Evergreen Tech,Eve Davis,North America,Event,Closed Lost,2684.2,2025-01-03,2024-10-19,60,Pro,Yes,Competitor,False,76,2024-10,2025-01,2024Q4,2025Q1
OPP-10485,Deal for Velocity Systems,Velocity Systems,Diana Miller,EMEA,Cold Call,Closed Lost,6483.05,2025-02-26,2024-10-15,134,Enterprise,No,Features,False,134,2024-10,2025-02,2024Q4,2025Q1
OPP-10570,Deal for Fusion Innovations,Fusion Innovations,Alice Johnson,EMEA,Referral,Closed Lost,2881.44,2025-07-04,2025-04-20,57,Basic,No,Features,False,75,2025-04,2025-07,2025Q2,2025Q3
OPP-10367,Deal for Fusion Innovations,Fusion Innovations,Eve Davis,APAC,Cold Call,Closed Lost,708.62,2025-04-07,2025-01-13,75,Basic,No,Budget,False,84,2025-01,2025-04,2025Q1,2025Q2
OPP-10083,Deal for Fusion Innovations,Fusion Innovations,Alice Johnson,EMEA,Referral,Closed Lost,5324.84,2025-01-31,2024-12-15,47,Basic,No,Price,False,47,2024-12,2025-01,2024Q4,2025Q1
OPP-10061,Deal for Horizon Digital,Horizon Digital,Alice Johnson,EMEA,Referral,Closed Lost,894.52,2024-10-19,2024-06-11,115,Basic,Yes,Timing,False,130,2024-06,2024-10,2024Q2,2024Q4
OPP-10439,Deal for Quantum Labs,Quantum Labs,Charlie Brown,APAC,Cold Call,Closed Lost,15948.83,2025-04-02,2025-02-14,42,Enterprise,No,Budget,True,47,2025-02,2025-04,2025Q1,2025Q2
OPP-10272,Deal for Catalyst Group,Catalyst Group,Alice Johnson,APAC,Social Media,Closed Lost,6194.0,2024-12-04,2024-07-21,116,Pro,No,Price,False,136,2024-07,2024-12,2024Q3,2024Q4
OPP-10285,Deal for InnovateCo,InnovateCo,Charlie Brown,APAC,Social Media,Closed Lost,1343.9,2025-03-18,2024-12-16,84,Pro,Yes,Internal Prioritization,False,92,2024-12,2025-03,2024Q4,2025Q1
OPP-10360,Deal for Fusion Innovations,Fusion Innovations,Alice Johnson,EMEA,Cold Call,Closed Lost,11264.63,2025-02-12,2024-12-08,48,Pro,No,Features,False,66,2024-12,2025-02,2024Q4,2025Q1
OPP-10354,Deal for BrightSpark,BrightSpark,Charlie Brown,EMEA,Partner,Closed Lost,7889.78,2025-03-12,2024-11-23,90,Enterprise,No,Features,False,109,2024-11,2025-03,2024Q4,2025Q1
OPP-10991,Deal for Apex Solutions,Apex Solutions,Alice Johnson,North America,Partner,Closed Lost,3864.69,2025-03-02,2025-01-14,41,Pro,Yes,Competitor,False,47,2025-01,2025-03,2025Q1,2025Q1
OPP-10278,Deal for Prime Ventures,Prime Ventures,Alice Johnson,APAC,Social Media,Closed Lost,7808.31,2025-08-17,2025-03-23,147,Pro,Yes,Internal Prioritization,False,147,2025-03,2025-08,2025Q1,2025Q3
OPP-10012,Deal for Astra Dynamics,Astra Dynamics,Charlie Brown,EMEA,Social Media,Closed Lost,3297.85,2025-05-22,2025-01-19,111,Enterprise,No,Timing,False,123,2025-01,2025-05,2025Q1,2025Q2
OPP-10182,Deal for Velocity Systems,Velocity Systems,Eve Davis,APAC,Social Media,Closed Lost,9573.79,2025-06-26,2024-12-27,171,Enterprise,No,Internal Prioritization,False,181,2024-12,2025-06,2024Q4,2025Q2
OPP-10368,Deal for InnovateCo,InnovateCo,Diana Miller,North America,Referral,Closed Lost,4090.69,2025-06-30,2025-02-03,139,Basic,Yes,Timing,False,147,2025-02,2025-06,2025Q1,2025Q2
OPP-10494,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,EMEA,Partner,Closed Lost,5913.59,2025-06-14,2025-04-03,66,Enterprise,Yes,Features,False,72,2025-04,2025-06,2025Q2,2025Q2
OPP-10799,Deal for Veridian Corp,Veridian Corp,Alice Johnson,North America,Cold Call,Closed Lost,5340.27,2025-01-11,2024-08-21,124,Basic,Yes,Internal Prioritization,False,143,2024-08,2025-01,2024Q3,2025Q1
OPP-10223,Deal for Elite Dynamics,Elite Dynamics,Eve Davis,APAC,Referral,Closed Lost,2478.76,2025-02-14,2024-10-02,130,Basic,No,Internal Prioritization,False,135,2024-10,2025-02,2024Q4,2025Q1
OPP-10575,Deal for Evergreen Tech,Evergreen Tech,Eve Davis,North America,Social Media,Closed Lost,3657.05,2025-01-14,2024-12-06,39,Basic,No,Competitor,False,39,2024-12,2025-01,2024Q4,2025Q1
OPP-10703,Deal for BrightSpark,BrightSpark,Alice Johnson,APAC,Website,Closed Lost,1675.55,2025-06-26,2025-02-05,141,Enterprise,No,Internal Prioritization,False,141,2025-02,2025-06,2025Q1,2025Q2
OPP-10587,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,North America,Social Media,Closed Lost,4415.93,2025-05-29,2025-01-07,142,Basic,Yes,Budget,False,142,2025-01,2025-05,2025Q1,2025Q2
OPP-10547,Deal for BrightSpark,BrightSpark,Diana Miller,North America,Referral,Closed Lost,14819.45,2025-08-08,2025-05-31,60,Enterprise,Yes,Timing,False,69,2025-05,2025-08,2025Q2,2025Q3
OPP-10675,Deal for Elite Dynamics,Elite Dynamics,Alice Johnson,North America,Social Media,Closed Lost,8304.52,2025-04-05,2024-12-23,103,Pro,Yes,Competitor,False,103,2024-12,2025-04,2024Q4,2025Q2
OPP-10755,Deal for OmniCorp,OmniCorp,Diana Miller,EMEA,Partner,Closed Lost,7869.63,2025-01-11,2024-10-10,86,Pro,No,Features,False,93,2024-10,2025-01,2024Q4,2025Q1
OPP-10176,Deal for Fusion Innovations,Fusion Innovations,Diana Miller,APAC,Website,Closed Lost,4646.42,2025-08-06,2025-05-06,92,Pro,No,Budget,False,92,2025-05,2025-08,2025Q2,2025Q3
OPP-10669,Deal for Nexus Enterprises,Nexus Enterprises,Eve Davis,APAC,Event,Closed Lost,981.4,2024-08-31,2024-06-01,74,Basic,Yes,Price,False,91,2024-06,2024-08,2024Q2,2024Q3
OPP-10631,Deal for Zenith Global,Zenith Global,Charlie Brown,North America,Referral,Closed Lost,10896.02,2025-04-20,2025-02-08,71,Pro,Yes,Features,False,71,2025-02,2025-04,2025Q1,2025Q2
OPP-10589,Deal for Astra Dynamics,Astra Dynamics,Charlie Brown,North America,Website,Closed Lost,4469.77,2025-03-20,2024-11-25,115,Pro,Yes,Features,False,115,2024-11,2025-03,2024Q4,2025Q1
OPP-10522,Deal for Fusion Innovations,Fusion Innovations,Alice Johnson,North America,Social Media,Closed Lost,2182.57,2025-02-16,2024-11-03,105,Basic,Yes,Timing,False,105,2024-11,2025-02,2024Q4,2025Q1
OPP-10393,Deal for InnovateCo,InnovateCo,Diana Miller,EMEA,Social Media,Closed Lost,8580.2,2024-11-08,2024-07-12,119,Pro,No,Competitor,False,119,2024-07,2024-11,2024Q3,2024Q4
OPP-10163,Deal for Fusion Innovations,Fusion Innovations,Eve Davis,EMEA,Social Media,Closed Lost,8047.73,2025-03-06,2024-10-28,129,Enterprise,Yes,Features,False,129,2024-10,2025-03,2024Q4,2025Q1
OPP-10248,Deal for Nexus Enterprises,Nexus Enterprises,Eve Davis,APAC,Cold Call,Closed Lost,14909.18,2025-02-16,2024-10-10,129,Enterprise,No,No Need,False,129,2024-10,2025-02,2024Q4,2025Q1
OPP-10638,Deal for Pioneer Systems,Pioneer Systems,Charlie Brown,EMEA,Event,Closed Lost,3852.3,2024-11-27,2024-08-22,97,Basic,Yes,Price,False,97,2024-08,2024-11,2024Q3,2024Q4
OPP-10889,Deal for OmniCorp,OmniCorp,Eve Davis,EMEA,Event,Closed Lost,1929.75,2024-09-26,2024-07-28,60,Enterprise,Yes,Price,False,60,2024-07,2024-09,2024Q3,2024Q3
OPP-10673,Deal for Fusion Innovations,Fusion Innovations,Diana Miller,EMEA,Cold Call,Closed Lost,8998.09,2024-09-28,2024-06-09,102,Enterprise,Yes,No Need,False,111,2024-06,2024-09,2024Q2,2024Q3
OPP-10375,Deal for InnovateCo,InnovateCo,Alice Johnson,EMEA,Social Media,Closed Lost,2381.11,2024-10-02,2024-06-28,89,Basic,Yes,Internal Prioritization,False,96,2024-06,2024-10,2024Q2,2024Q4
OPP-10412,Deal for Elevate Solutions,Elevate Solutions,Bob Williams,North America,Referral,Closed Lost,6671.78,2025-08-21,2025-05-23,71,Pro,Yes,Price,False,90,2025-05,2025-08,2025Q2,2025Q3
OPP-10074,Deal for Fusion Innovations,Fusion Innovations,Bob Williams,North America,Website,Closed Lost,1444.56,2025-09-01,2025-04-27,108,Basic,No,Timing,False,127,2025-04,2025-09,2025Q2,2025Q3
OPP-10113,Deal for Pioneer Systems,Pioneer Systems,Charlie Brown,APAC,Social Media,Closed Lost,4748.33,2025-01-13,2024-11-16,42,Enterprise,Yes,Features,False,58,2024-11,2025-01,2024Q4,2025Q1
OPP-10572,Deal for Horizon Digital,Horizon Digital,Bob Williams,North America,Partner,Closed Won,6526.27,2025-06-25,2025-02-25,110,Pro,Yes,NaN,False,120,2025-02,2025-06,2025Q1,2025Q2
OPP-10643,Deal for Elite Dynamics,Elite Dynamics,Alice Johnson,North America,Partner,Closed Lost,4373.83,2024-12-28,2024-08-13,117,Basic,Yes,Timing,False,137,2024-08,2024-12,2024Q3,2024Q4
OPP-10390,Deal for Prime Ventures,Prime Ventures,Bob Williams,EMEA,Event,Closed Lost,10176.86,2025-02-12,2024-10-21,114,Enterprise,No,Internal Prioritization,False,114,2024-10,2025-02,2024Q4,2025Q1
OPP-10104,Deal for BrightSpark,BrightSpark,Bob Williams,EMEA,Partner,Closed Lost,14536.09,2025-04-04,2024-12-29,96,Enterprise,No,Features,False,96,2024-12,2025-04,2024Q4,2025Q2
OPP-10114,Deal for Velocity Systems,Velocity Systems,Diana Miller,APAC,Partner,Closed Lost,8423.5,2025-01-22,2024-12-09,37,Pro,Yes,Price,False,44,2024-12,2025-01,2024Q4,2025Q1
OPP-10417,Deal for InnovateCo,InnovateCo,Charlie Brown,EMEA,Cold Call,Closed Lost,4413.46,2024-10-18,2024-06-10,117,Enterprise,Yes,Competitor,False,130,2024-06,2024-10,2024Q2,2024Q4
OPP-10712,Deal for SynergyCorp,SynergyCorp,Alice Johnson,EMEA,Referral,Closed Lost,7712.07,2024-09-25,2024-08-23,33,Pro,No,Internal Prioritization,False,33,2024-08,2024-09,2024Q3,2024Q3
OPP-10457,Deal for Veridian Corp,Veridian Corp,Charlie Brown,APAC,Website,Closed Won,1841.48,2025-02-26,2024-12-09,69,Basic,Yes,NaN,False,79,2024-12,2025-02,2024Q4,2025Q1
OPP-10409,Deal for GlobalTech,GlobalTech,Eve Davis,North America,Partner,Closed Lost,1969.42,2024-09-07,2024-06-24,75,Pro,No,Competitor,False,75,2024-06,2024-09,2024Q2,2024Q3
OPP-10092,Deal for SynergyCorp,SynergyCorp,Diana Miller,EMEA,Social Media,Closed Lost,7815.71,2025-05-27,2024-12-05,166,Pro,Yes,Price,False,173,2024-12,2025-05,2024Q4,2025Q2
OPP-10953,Deal for Zenith Global,Zenith Global,Bob Williams,EMEA,Cold Call,Closed Lost,2895.44,2025-05-09,2025-02-22,63,Pro,Yes,Timing,False,76,2025-02,2025-05,2025Q1,2025Q2
OPP-10089,Deal for Velocity Systems,Velocity Systems,Diana Miller,EMEA,Partner,Closed Lost,6273.15,2025-04-25,2025-02-10,64,Pro,Yes,No Need,False,74,2025-02,2025-04,2025Q1,2025Q2
OPP-10336,Deal for Prime Ventures,Prime Ventures,Eve Davis,North America,Social Media,Closed Lost,11394.3,2025-05-10,2025-01-21,89,Enterprise,Yes,Price,False,109,2025-01,2025-05,2025Q1,2025Q2
OPP-10993,Deal for Velocity Systems,Velocity Systems,Bob Williams,North America,Social Media,Closed Lost,3063.04,2025-07-06,2025-04-24,73,Pro,Yes,Features,False,73,2025-04,2025-07,2025Q2,2025Q3
OPP-10925,Deal for SynergyCorp,SynergyCorp,Eve Davis,North America,Social Media,Closed Lost,10880.28,2024-08-04,2024-06-10,48,Pro,No,Features,False,55,2024-06,2024-08,2024Q2,2024Q3
OPP-10937,Deal for Fusion Innovations,Fusion Innovations,Eve Davis,APAC,Event,Closed Lost,9649.79,2024-09-19,2024-08-16,14,Enterprise,No,Internal Prioritization,False,34,2024-08,2024-09,2024Q3,2024Q3
OPP-10900,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,EMEA,Website,Closed Lost,4407.1,2025-04-18,2024-11-29,122,Basic,No,Competitor,False,140,2024-11,2025-04,2024Q4,2025Q2
OPP-10597,Deal for BrightSpark,BrightSpark,Bob Williams,APAC,Cold Call,Closed Lost,13714.68,2024-12-05,2024-09-03,85,Enterprise,No,Competitor,False,93,2024-09,2024-12,2024Q3,2024Q4
OPP-10615,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,North America,Website,Closed Lost,9785.54,2025-01-21,2024-10-13,100,Pro,No,No Need,False,100,2024-10,2025-01,2024Q4,2025Q1
OPP-10094,Deal for SynergyCorp,SynergyCorp,Alice Johnson,EMEA,Partner,Closed Lost,9318.9,2025-03-21,2025-02-08,41,Enterprise,No,Price,False,41,2025-02,2025-03,2025Q1,2025Q1
OPP-10011,Deal for GlobalTech,GlobalTech,Eve Davis,North America,Website,Closed Lost,2311.5,2025-06-20,2025-04-30,51,Basic,Yes,No Need,False,51,2025-04,2025-06,2025Q2,2025Q2
OPP-10396,Deal for Apex Solutions,Apex Solutions,Bob Williams,North America,Event,Closed Lost,8257.68,2025-08-19,2025-05-26,80,Enterprise,No,Internal Prioritization,False,85,2025-05,2025-08,2025Q2,2025Q3
OPP-10535,Deal for Zenith Global,Zenith Global,Diana Miller,APAC,Cold Call,Closed Lost,9271.62,2024-12-04,2024-10-17,48,Pro,Yes,Competitor,False,48,2024-10,2024-12,2024Q4,2024Q4
OPP-10043,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,EMEA,Website,Closed Lost,8589.79,2025-08-09,2025-03-19,136,Pro,No,No Need,False,143,2025-03,2025-08,2025Q1,2025Q3
OPP-10042,Deal for OmniCorp,OmniCorp,Eve Davis,APAC,Referral,Closed Lost,6249.54,2025-05-26,2025-04-17,39,Pro,Yes,Price,False,39,2025-04,2025-05,2025Q2,2025Q2
OPP-10329,Deal for Apex Solutions,Apex Solutions,Bob Williams,EMEA,Partner,Closed Lost,3414.38,2025-01-04,2024-11-20,37,Basic,Yes,Price,False,45,2024-11,2025-01,2024Q4,2025Q1
